Precio UF,N Habitaciones,Area m2,N Baños,Comuna,Provincia,Amueblado,Gastos Comunes,Área útil,Estacionamiento,m2 terreno,Enlace,Año de construcción,Agua,Aire Acondicionado,Alarma,Bodega,Chimenea,Placares,Cocina Equipada,Terraza,Portero,Centros comerciales,Cerca de Escuelas,Cocina Integrada,Electricidad,Internet,Patio,Aseos,Piscina,Quincho,Cerca de estación de tren,Calefacción,Jacuzzi,Jardín,Estado de conservación,Gas Natural,Área juegos infantiles,Gimnasio,Seguridad 24 horas,Vista panorámica,Balcón,Pieza de Servicio,Acceso a discapacitados,Cancha de Tenis,Nivel,Sólo familias,Sauna,Ascensor
"3.524,77",5,,3,Quilpué,Valparaíso,Sin amueblar,,,True,,https://www.icasas.cl/propiedad/77dc-8fc3-19bfa06-bdd92c4c990f-7159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.500,4,195,4,Viña del Mar,Valparaíso,Sin amueblar,,195,True,180,https://www.icasas.cl/propiedad/5f39-a0a5-19727da-d9c73cb6801d-7383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.500,7,270,4,Viña del Mar,Valparaíso,Sin amueblar,,270,True,320,https://www.icasas.cl/propiedad/cb64-833d-1927835-9675bc246d10-7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.070,4,136,3,Viña del Mar,Valparaíso,Sin amueblar,,136,True,200,https://www.icasas.cl/propiedad/418c-ba17-190e60e-c5bca5a3bfcf-7b35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14.099,1",4,250,2,Viña del Mar,Valparaíso,Sin amueblar,,250,,1.000,https://www.icasas.cl/propiedad/45f6-a8a3-6d3648b8-a7b1b82018c9-32d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.000,7,428,6,Viña del Mar,Valparaíso,Sin amueblar,,428,True,756,https://www.icasas.cl/propiedad/2d90-894b-19bc7aa-dbb8e1259463-7ead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.800,4,168,4,Viña del Mar,Valparaíso,Sin amueblar,,168,True,260,https://www.icasas.cl/propiedad/1d88-be91-19bc7aa-6fbedfc3f70d-7abd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.500,3,60,,Limache,Marga Marga,Semi-amueblado,,,True,130,https://www.icasas.cl/propiedad/b906-afd2-19b2429-72463296b885-7d50,,True,,,,,True,True,,,,,True,,True,,2,,,,,,,,,,,,,,,,,,,,
"6.999,19",6,320,6,Olmué,Marga Marga,Semi-amueblado,: true,,,5.000,https://www.icasas.cl/propiedad/a6d0-b607-19bd8fc-10c64684c051-782f,2.020,True,,,True,True,True,True,True,True,True,,,True,,True,,True,,,True,,True,,True,,,True,True,True,,,,,,,
18.000,5,300,4,Casablanca,Valparaíso,Sin amueblar,: true,300,True,1.295,https://www.icasas.cl/propiedad/c077-930c-19bdbef-906a71a930c9-7a06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.524,77",4,80,2,Olmué,Marga Marga,Semi-amueblado,: true,,True,120,https://www.icasas.cl/propiedad/d8dd-9c1a-19aa03b-483ecf3c7497-70d1,2.019,True,,,,,True,True,True,True,True,True,,True,True,True,,True,,,,,True,,True,,,,True,,,,,,,,
"7.553,09",5,210,3,Olmué,Marga Marga,Semi-amueblado,,,True,1.250,https://www.icasas.cl/propiedad/21b8-adca-19bd8f7-80bfa32381c7-780f,2.020,True,,,True,,True,True,True,True,True,True,,True,True,True,,,True,,,,True,,True,,,True,True,,True,,,,,,
"1.762,39",3,,1,Quintero,Valparaíso,Sin amueblar,,,True,,https://www.icasas.cl/propiedad/6cc1-9664-19bfa06-46d8fbb3e80-71ec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.850,3,63,2,Quilpué,Valparaíso,Sin amueblar,,63,True,,https://www.icasas.cl/propiedad/1f2a-9000-19bdb2c-a26c4755eb41-748d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.900,4,260,2,Santo Domingo,San Antonio,Amueblado,,260,True,860,https://www.icasas.cl/propiedad/9d9e-bc71-19bdbf4-8281c70ace59-751b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.125,4,146,1,Quilpué,Valparaíso,,,100,True,140,https://www.icasas.cl/propiedad/7cd9-85da-196cac2-b41fe027b230-753b,1.980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.000,5,432,4,Viña del Mar,Valparaíso,,,,True,570,https://www.icasas.cl/propiedad/8b4f-9a08-19af6a2-3c7b091c7fd3-7aaf,1.910,,,,True,True,,,True,,,,,,,,,True,,,,,True,,,,,,,True,,,,,,,
11.400,4,270,4,Viña del Mar,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/3914-8a51-19a614a-b212269a8fed-7198,1.996,,,,True,,,,True,,,,,,,,,True,,,True,,True,,,,,,,,True,,,,,,
8.500,5,180,4,Viña del Mar,Valparaíso,,: true,,,300,https://www.icasas.cl/propiedad/2415-b885-199efff-bdf622a6b5b4-7e2e,,,,,True,,,,True,,,,,,,,,True,True,,,,True,,,,,,,True,True,,,,,,
7.400,5,154,3,Viña del Mar,Valparaíso,,,,True,154,https://www.icasas.cl/propiedad/84a2-84ee-195927a-fd40e6725eb8-7190,1.991,,,,True,,,,True,,,,,,,,,,True,,True,,True,,,,,,,,True,,,,,,
6.775,2,120,2,Viña del Mar,Valparaíso,,,,True,5.593,https://www.icasas.cl/propiedad/5725-93c7-198c54d-462b8b22c347-7901,2.021,,,,True,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,
19.500,5,247,4,Concón,Valparaíso,,,,True,800,https://www.icasas.cl/propiedad/7d29-bc37-1991cd9-45ba7ba51297-7ceb,,,,,,,,,True,,,,,,,,1,True,True,,True,,True,,,,,,,True,True,,,,,,
3.000,4,10.000,2,Zapallar,Petorca,,,80,True,10.000,https://www.icasas.cl/propiedad/14a9-bbef-196b73d-a7857753619e-7355,2.000,True,,,,,,,,,True,,,True,,True,,,,,,,,,,,,,True,,,,,,,,
7.700,3,1.000,4,Quintero,Valparaíso,,,154,True,1.000,https://www.icasas.cl/propiedad/244e-93c3-19712db-6b46878a338b-7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.348,3,,3,Quilpué,Valparaíso,,,138,True,90,https://www.icasas.cl/propiedad/f7f4-8150-196b73d-4b9029515f3d-7b6a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.750,3,,2,Concón,Valparaíso,,,5.000,True,138,https://www.icasas.cl/propiedad/c0ee-bbe2-196b73d-5eeec6cba91b-762b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.500,4,177,3,Puchuncaví,Valparaíso,,: true,,True,832,https://www.icasas.cl/propiedad/1d1e-b145-c4a84a65-69ddd63e56b-4013,,True,,,,True,,,True,,,,,True,True,True,,,True,,,,True,,True,,True,True,,,,,True,1,,,
15.900,3,207,3,Puchuncaví,Valparaíso,,: true,,True,1.030,https://www.icasas.cl/propiedad/cf6d-a12f-1983014-6190ebfadd43-76bf,,True,,,,True,,,True,,,,,True,True,True,,,,,True,,True,,True,,,True,,,,,,1,,,
39.900,5,285,4,Zapallar,Petorca,,: true,,True,5.000,https://www.icasas.cl/propiedad/8a59-8cb3-192d109-cc4ce2a7c54f-7695,,True,,True,,True,,,,,,,,True,True,True,,True,True,,True,,True,,,,,True,,True,,,,,,,
"5.035,39",9,,5,Olmué,Marga Marga,,,399,,10.140,https://www.icasas.cl/propiedad/1e8c-929b-196b73c-24d927728e92-7537,2.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.800,4,150,3,Quintero,Valparaíso,,,150,,1.280,https://www.icasas.cl/propiedad/eddb-a83e-197b280-ce7560aab872-7912,2.025,True,,,,,,True,,,,,,True,,True,,,,,,,,,,,,,True,,,,,,,,
6.650,4,500,2,Viña del Mar,Valparaíso,,,110,True,500,https://www.icasas.cl/propiedad/14b7-b0cc-196b73e-f59a3c0ddadb-74a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.800,3,,2,Concón,Valparaíso,,,300,True,80,https://www.icasas.cl/propiedad/d478-b42d-196b73d-d9eaec0ab9a9-7688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.480,7,,5,Viña del Mar,Valparaíso,,,1.000,True,380,https://www.icasas.cl/propiedad/bafb-aa7c-196b73d-3e925cb99305-75ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.500,10,446,5,Valparaíso,Valparaíso,,,,True,403,https://www.icasas.cl/propiedad/d272-b241-196b73b-9f22c1426bb4-7709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.000,4,,3,Zapallar,Petorca,,,,True,1.000,https://www.icasas.cl/propiedad/17e5-bca7-ee197e69-791ec6b47296-3be2,,True,,True,,True,,,,,,,,True,True,True,,,True,,,,,,True,,,,,True,,,,1,,,
20.000,6,200,5,Puchuncaví,Valparaíso,,,,True,1.015,https://www.icasas.cl/propiedad/a9f7-93de-81b75892-c8308d08ba95-3801,,True,,,,True,,,True,,,,,True,True,True,,,True,,,,True,,True,,,True,,True,,,,,,,
10.800,5,160,3,Puchuncaví,Valparaíso,,: true,,True,750,https://www.icasas.cl/propiedad/cf9c-94e6-1993be0-8b25b8df153-7d39,,True,,,,True,,,,,,,,True,True,True,,,,,,True,,,True,,True,True,,True,,,True,1,,,
14.000,4,,4,Puchuncaví,Valparaíso,,,,True,1.300,https://www.icasas.cl/propiedad/cf7f-a1ae-198353c-f52d15814376-7689,,True,,True,,,,,,,,,,True,True,True,,True,True,,True,,True,,True,,,True,,True,,,,2,,,
25.000,7,310,6,Puchuncaví,Valparaíso,,,,,1.000,https://www.icasas.cl/propiedad/1780-85b3-1981656-6b2187e0a281-70ca,,True,,True,,True,,,,,,,,True,True,True,,,True,,True,True,True,,True,,,True,,True,,,,3,,,
35.500,7,450,6,Zapallar,Petorca,,,,True,1.573,https://www.icasas.cl/propiedad/bf8b-9f8d-196d70a-e20bcde2b0f5-73df,,True,,True,,True,,,,,,,,True,True,True,,True,True,,True,,True,,,,,True,,True,,,,3,,,
25.000,5,215,4,Puchuncaví,Valparaíso,,,,True,1.503,https://www.icasas.cl/propiedad/e224-b588-196b2fd-b2774885799b-779e,,True,,True,,True,,,,,,,,True,True,True,,,True,,,,,,True,,,True,,,,,,1,,,
8.000,4,98,4,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/6753-b69e-19375d5-3993a4616988-70e1,,True,,,,True,,,True,,,,,True,True,True,,,True,,True,,True,,,,,,,True,,,,2,,,
16.000,4,140,4,Puchuncaví,Valparaíso,,,,True,400,https://www.icasas.cl/propiedad/686a-a700-19177ff-8affd34b9622-760d,,True,,,,True,,,True,,,,,True,True,True,,,True,,True,,True,,,,,,,,,,,2,,,
1.713,1,46,1,Valparaíso,Valparaíso,,,43,,,https://www.icasas.cl/propiedad/2085-b5f6-196b73e-8e8d6aff794e-74c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.500,10,560,8,Puchuncaví,Valparaíso,,,,True,5.000,https://www.icasas.cl/propiedad/dddf-8c90-1961da5-d3daa9f13d7c-7fb8,,True,,,,True,,,,,,,,True,True,True,,,True,,,,,,,,,True,,True,,,,2,,,
15.500,5,142,4,Zapallar,Petorca,,,,True,375,https://www.icasas.cl/propiedad/349a-a62b-1935c16-8a8b8b62c73f-7d5d,,True,,,,True,,,,,,,,True,True,True,,,True,,,,,,True,,,,,True,,,,2,,,
10.950,4,155,3,Puchuncaví,Valparaíso,,,,True,988,https://www.icasas.cl/propiedad/39b2-b9a9-227ff171-eaf4de74f353-324f,,,,,,,,,,,,,,True,True,True,,,,,,,,,,,True,True,,True,,,True,,,,
15.000,4,130,2,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/662a-a520-1b187138-8e106c5867da-360f,,True,,,,,,,,,,,,True,True,True,,,True,,,,True,,True,,,,,,,,,2,,,
15.000,4,140,3,Zapallar,Petorca,,: true,,True,5.000,https://www.icasas.cl/propiedad/16ac-9399-19ba5bf-2b7e062e0c96-7ecf,,True,,,,True,,,,,,,,True,True,True,,,,,,,,,True,,,True,,,,,,2,,,
17.000,6,299,5,Puchuncaví,Valparaíso,,: true,,True,850,https://www.icasas.cl/propiedad/1be1-8d9e-19b0b40-58adf70b0679-7143,,True,,,,,,,,,,,,True,True,True,,,True,,,,,,True,,,True,,,,,,2,,,
11.900,4,178,3,Puchuncaví,Valparaíso,,: true,,True,756,https://www.icasas.cl/propiedad/7ac-afd7-19a8a81-8a8c36f1d8a6-7c45,,True,,,,,,,,,,,,True,True,True,,,,,,,,,,,True,True,,,,,True,2,,,
10.500,5,100,2,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/ecf6-9d8d-198da06-642a05d754c3-7c03,,True,,,,True,,,,,,,,True,True,True,,,True,,,,,,,,,,,True,,,,1,,,
12.900,4,140,4,Puchuncaví,Valparaíso,,,,True,1.600,https://www.icasas.cl/propiedad/7834-8226-18feb75-7784a2f2a009-79b1,,True,,,,True,,,,,,,,True,True,True,,,True,,,,,,,,,True,,,,,,2,,,
16.000,4,140,4,Puchuncaví,Valparaíso,,,,True,405,https://www.icasas.cl/propiedad/5fb1-86b3-19177ff-d17c6f46020a-7cd5,,True,,,,True,,,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,2,,,
13.500,3,85,2,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/94ca-81f5-19bbf7e-dd8e24c9a58b-78e6,,True,,,,,,,,,,,,True,True,True,,,,,,,,,True,,,,,,,,,,,,
25.000,3,100,2,Zapallar,Petorca,,,,,230,https://www.icasas.cl/propiedad/c7f4-b3b3-19a140e-609ba4f733a8-7760,,True,,,,,,,,,,,,True,True,True,,,True,,,,,,True,,,,,,,,,,,,
13.500,4,140,3,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/e47d-8745-1989c3b-37c29bf1a94c-7538,,,,,,True,,,,,,,,True,True,True,,,True,,,,,,,,,,,,,,,,,,
9.900,4,158,3,Puchuncaví,Valparaíso,,,,,1.000,https://www.icasas.cl/propiedad/e549-b60e-193c315-15cf57d2e4bc-78a3,,True,,,,,,,,,,,,True,True,True,,,True,,,,,,,,,True,,,,,,,,,
17.000,5,225,4,Viña del Mar,Valparaíso,,,225,,1.360,https://www.icasas.cl/propiedad/6ab9-a508-74ccab54-8f9a1e2e3bc2-43b7,1.974,,,True,,True,,,,,,,,,True,,,True,,,True,,True,Excelente,,,,,,,,,,,,,
8.900,4,120,3,Puchuncaví,Valparaíso,,: true,,True,417,https://www.icasas.cl/propiedad/6662-bba6-193a955-f6fe7a573bd7-7b6e,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2,,,
33.000,5,250,3,Zapallar,Petorca,,,,True,1.000,https://www.icasas.cl/propiedad/502a-8ac7-19149a6-7ca793d65121-7b7c,,,,,,,,,True,,,,,True,,,,,,,True,,True,,,,,,,,,,,2,,,
10.900,4,140,4,Puchuncaví,Valparaíso,,,,True,5.000,https://www.icasas.cl/propiedad/f07-acea-ec657bf3-1f1901ff1681-38bc,,True,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,
29.400,5,239,4,Zapallar,Petorca,,,,True,1.105,https://www.icasas.cl/propiedad/2a40-ab74-2e1e47f-ad311b689e70-3c21,,,,,,,,,,,,,,True,,,,,,,True,,True,,,,,,,,,,,2,,,
5.100,2,,2,Concón,Valparaíso,,,78,True,70,https://www.icasas.cl/propiedad/d171-a930-19828f1-2e49f90ffc49-70b4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.167,4,848,3,Quintero,Valparaíso,,,848,True,155,https://www.icasas.cl/propiedad/b548-8c3f-196b73d-9c4ca75a0a01-772e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.858,1,,1,Viña del Mar,Valparaíso,,,40,True,40,https://www.icasas.cl/propiedad/34fa-bc86-196b73b-7be62990e9ae-77f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.980,3,,3,Concón,Valparaíso,,,128,True,110,https://www.icasas.cl/propiedad/70de-aaea-196b73b-dcfd07c4ecf1-7c9a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.900,4,316,4,Puchuncaví,Valparaíso,,,,True,1.400,https://www.icasas.cl/propiedad/23b4-bb01-19ba5bf-7d6f41ae8110-7a3d,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2,,,
22.000,3,200,2,Zapallar,Petorca,,,,True,600,https://www.icasas.cl/propiedad/55ce-abd0-19b6d19-903e66bf569-7aa0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,1,,,
45.000,4,250,6,Zapallar,Petorca,,,,True,1.100,https://www.icasas.cl/propiedad/52f8-aad0-19b6d19-99e1fae778fd-7a34,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2,,,
33.000,4,140,4,Zapallar,Petorca,,,,True,250,https://www.icasas.cl/propiedad/ca89-9360-19a140e-3e4a43708090-7765,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,3,,,
15.000,3,82,2,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/6f2b-b482-1994b53-e68e6d46dd23-74c6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,1,,,
15.000,4,70,3,Puchuncaví,Valparaíso,,,,True,300,https://www.icasas.cl/propiedad/1161-9b16-1901ef5-52a83b8615b7-73e9,,,,True,,True,,,,,,,,True,True,True,,,True,,,,,,True,,,,,True,,,,,,,
23.500,4,270,4,Zapallar,Petorca,,,,,1.291,https://www.icasas.cl/propiedad/9a27-bd40-57bde69a-4b0f7fd174fb-3818,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
14.500,4,198,3,Zapallar,Petorca,,,,True,5.200,https://www.icasas.cl/propiedad/b865-9d5a-4b1a8243-dacd4c9feeaf-327f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
3.850,2,5.000,2,Limache,Marga Marga,,,80,,5.000,https://www.icasas.cl/propiedad/212e-a447-19828f2-5c55a6176d0a-770b,,True,,,,,,,,,,,,True,,,,True,True,,,True,,,,,,,,,,,,,,,
53.700,10,1.300,10,Puchuncaví,Valparaíso,,,,True,1.300,https://www.icasas.cl/propiedad/4b8b-862d-190715b-57e12274faa0-7ecd,,True,,,,,,,True,,,,,True,True,,,,,,,,,,True,,,,,,,,,8,,,
16.500,3,140,3,Puchuncaví,Valparaíso,,,,True,1.000,https://www.icasas.cl/propiedad/1458-9048-a64b5ed2-b24d5080a4cd-3874,,,,True,,,,,,,,,,True,True,,,,,,,,,,,,,True,,,,,,2,,,
11.000,4,132,3,Zapallar,Petorca,,,,True,390,https://www.icasas.cl/propiedad/600f-b423-194c49c-8d9b4ad21ab4-716b,,True,,,,True,,,,,,,,True,True,True,,,True,,,,,,True,,,,,,,,,,,,
"4.531,85",3,125,2,Casablanca,Valparaíso,Sin amueblar,: true,125,True,5.522,https://www.icasas.cl/propiedad/ced5-a09e-19bdb61-f6c163777ad9-7386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.990,3,120,3,Puchuncaví,Valparaíso,,,,True,300,https://www.icasas.cl/propiedad/689e-82a9-1976c63-ba1ff9263395-7182,,True,,True,,,,,,,,,,True,,True,,,True,,,,,,True,,,,,,,,,2,,,
12.500,2,199,2,Puchuncaví,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/d4cd-ad11-6737009-d30f58896c42-3fb5,,True,,True,,,,,,,,,,True,True,True,,True,True,,,,True,,,,,,,True,,,,2,,,
"8.056,63",5,140,3,Concón,Valparaíso,Sin amueblar,: true,,True,250,https://www.icasas.cl/propiedad/d54d-a448-19b0fcd-d906b46edd5b-775c,1.995,True,,True,,,True,True,True,True,True,True,,True,True,True,1,,,,True,,True,,,True,,True,True,True,,True,,,,,
7.750,3,133,2,Viña del Mar,Valparaíso,Sin amueblar,: true,,True,306,https://www.icasas.cl/propiedad/6174-8680-199c124-7724abdcc38-708a,1.985,True,,True,,True,True,True,True,True,True,True,,True,True,True,,,,,,,,,True,,,,,,True,True,,,,,
10.500,4,160,3,Viña del Mar,Valparaíso,Sin amueblar,: true,,True,540,https://www.icasas.cl/propiedad/653a-9fd5-19833f8-362d64fed514-7683,1.970,True,,True,True,,True,True,True,True,True,True,,True,True,True,1,True,,,True,,True,,True,,,,True,True,,True,,,,,
8.900,11,234,8,Viña del Mar,Valparaíso,Sin amueblar,: true,,True,120,https://www.icasas.cl/propiedad/e7b5-ab54-197c451-574b6802940e-72a4,2.020,True,,True,True,,True,True,True,,True,True,,True,,,1,,,True,True,,True,,True,,,,,,True,True,,,,,
3.350,3,110,3,Quilpué,Valparaíso,Sin amueblar,: true,,True,90,https://www.icasas.cl/propiedad/2b72-8d0f-197aeee-3eb1478e9c13-74fc,2.022,True,,,,,True,True,,True,True,True,True,True,,True,1,True,,True,,,True,,True,,,,,True,,True,,,,,
6.000,3,100,2,Puchuncaví,Valparaíso,,,,True,450,https://www.icasas.cl/propiedad/aafa-9b61-194f81b-c4a1eda9ec78-7f39,,,,,,,,,,,,,,True,True,True,,,,,,,True,,,,,,,,,,,1,,,
13.400,4,140,3,Puchuncaví,Valparaíso,,: true,,True,1.000,https://www.icasas.cl/propiedad/4c9f-b2ab-cd4d00ca-e18bbb4b878f-34d5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2,,,
13.000,3,100,2,Zapallar,Petorca,,,,,320,https://www.icasas.cl/propiedad/872500,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,1,,,
14.900,4,200,2,Puchuncaví,Valparaíso,,: true,,True,1.000,https://www.icasas.cl/propiedad/372f-aa8f-19820a2-5f1150325e08-7469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
10.370,5,220,4,Viña del Mar,Valparaíso,Sin amueblar,,220,,460,https://www.icasas.cl/propiedad/ab92-8a30-19bdbf5-b2b4a8b04dcf-71bd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.600,3,106,2,Puchuncaví,Valparaíso,,,,True,544,https://www.icasas.cl/propiedad/d22b-8b8d-19b8bfe-396ceb69c304-7231,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2,,,
9.990,3,121,3,Puchuncaví,Valparaíso,,,,True,1.300,https://www.icasas.cl/propiedad/68c7-a36a-1946d0f-49c97625b0c4-773d,,True,,True,,True,,,,,,,,True,True,True,,True,True,,True,,True,,True,,,True,,,,,,1,,,
35.000,5,740,4,Zapallar,Petorca,,,,True,200,https://www.icasas.cl/propiedad/ce2e-84a3-c9c4da86-779c5acf20f5-3ccb,,,,,,,,,,,,,,True,True,,,,,,True,,True,,,,,,,,,,,,,,
9.900,4,,2,Puchuncaví,Valparaíso,,,,True,372,https://www.icasas.cl/propiedad/3770-b0b3-19622cc-5bd8e00f082-7d41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
23.600,7,1.000,5,Concón,Valparaíso,Sin amueblar,,380,True,1.000,https://www.icasas.cl/propiedad/347376,,,,,,,,,,True,True,True,,,,True,,True,True,,,,True,,,,,,,,,,,,,,
21.600,5,205,4,Viña del Mar,Valparaíso,,,,True,714,https://www.icasas.cl/propiedad/ba5f-8702-9e69e136-995e9fcae9fd-4e9b,1.998,,,,True,True,,,True,,True,,,,,True,,True,True,,,,True,,,,,,True,,,,,,,,
"4.783,62",3,220,2,Puchuncaví,Valparaíso,,,,True,3.000,https://www.icasas.cl/propiedad/e539-89a8-199db68-cc156ec5bc2-7e59,,True,,,,,,,,,,,,True,True,True,,,True,,,,,,True,,,,,True,,,,2,,,
11.500,4,110,2,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/df17-a951-1993be0-5ce4de54c432-7b2a,,True,,,,True,,,,,,,,True,True,True,,,,,,,,,True,,,,,,,,,1,,,
9.500,4,140,4,Puchuncaví,Valparaíso,,: true,,True,1.000,https://www.icasas.cl/propiedad/6c01-8826-194e8a8-76fce0df6d3-7694,,True,,True,,,,,,,,,,True,,True,,,True,,,,,,True,,,,,,,,,1,,,
"5.413,05",3,200,2,Olmué,Marga Marga,Sin amueblar,: true,200,,5.000,https://www.icasas.cl/propiedad/f798-b842-19bdbf5-12842c99e8c6-7aff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6.294,24",3,7.000,2,Algarrobo,San Antonio,Sin amueblar,,,True,120,https://www.icasas.cl/propiedad/938f-a746-19bfb79-188dd63d86d6-7618,,True,,,,,,True,True,,True,True,True,True,True,True,,,,,,,True,,,,,True,,,,,,,,,
9.900,3,130,4,Puchuncaví,Valparaíso,,,,True,1.600,https://www.icasas.cl/propiedad/c7d-9011-8e49b0d6-409b38cd60ca-3cb2,,,,,,True,,,,,,,,True,True,True,,,,,,,True,,,,,,,,,,,,,,
11.900,3,115,3,Zapallar,Petorca,,,,True,300,https://www.icasas.cl/propiedad/f38-9d98-190e2a7-b64396d7fae8-7147,,True,,,,,,,,,,,,True,True,True,,,,,,,,,,,,,,True,,,,,,,
"5.261,98",4,5.000,2,Algarrobo,San Antonio,Sin amueblar,,,True,100,https://www.icasas.cl/propiedad/d16-ab8b-19a4b94-3d7ebd2ee1a9-782c,,True,,,,,,True,True,,True,True,True,True,,True,,True,,,,,True,,,,,,,,,,,,,,
11.500,2,194,2,Puchuncaví,Valparaíso,,,,,450,https://www.icasas.cl/propiedad/2be0-8b92-e07dcfff-e6401cf44db3-403f,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,
12.500,6,270,5,Zapallar,Petorca,,,,,5.400,https://www.icasas.cl/propiedad/d7ed-9187-84f2a18a-8e4440b6ead8-38f3,,True,,,,,,,,,,,,True,True,True,,,,,,,,,,,,True,,,,,,2,,,
14.850,4,180,4,Puchuncaví,Valparaíso,,: true,,True,1.200,https://www.icasas.cl/propiedad/803483,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,2,,,
12.500,3,182,2,Concón,Valparaíso,Sin amueblar,,,True,330,https://www.icasas.cl/propiedad/266c-b5ac-1967fc4-8483abe24f4b-75da,,,,,,,,True,,,,True,True,,,True,,,True,,,,,,,,,,,,,,,,,,
"2.391,81",2,50,1,Casablanca,Valparaíso,Sin amueblar,: true,,True,475,https://www.icasas.cl/propiedad/402f-9b83-1978a6c-4b822b0e0ef-74d2,2.000,True,,,,,,True,,True,True,True,True,True,,True,,,,,,,,,,,,,,,,True,,,,,
8.600,3,100,2,Puchuncaví,Valparaíso,,: true,,True,600,https://www.icasas.cl/propiedad/d408-a492-d6784df3-951cfda0da35-337d,,True,,,,,,,,,,,,True,True,True,,,True,,,,,,,,,True,,,,,True,,,,
12.500,6,192,7,Viña del Mar,Valparaíso,,,,True,248,https://www.icasas.cl/propiedad/42e0-b75f-a51851d8-ed9702a5265e-4bf4,1.960,,,,,,,,True,,True,,,True,,True,,,,True,,,,,,,,,,True,,,,,,,
8.500,4,300,3,Quilpué,Valparaíso,Sin amueblar,,,True,1.300,https://www.icasas.cl/propiedad/8e1c-a300-19a37d3-4e72fcb4bc36-781d,,,,,True,,,True,True,,True,True,,,,True,,True,,,,True,True,,,,,,,,True,,,,,,
