Precio UF,N Habitaciones,N Baños,Comuna,Provincia,Amueblado,Estacionamiento,Año de construcción,Aire Acondicionado,Alarma,Bodega,Chimenea,Placares,Cocina Equipada,Terraza,Portero,Centros comerciales,Cerca de Escuelas,Cocina Integrada,Internet,Patio,Aseos,Piscina,Quincho,Cerca de estación de tren,Calefacción,Jacuzzi,Jardín,Área juegos infantiles,Gimnasio,Seguridad 24 horas,Vista panorámica,Balcón,Pieza de Servicio,Acceso a discapacitados,Cancha de Tenis,Sauna,Ascensor,Area Construida,Area Terreno,Casa,Terreno,Ratio Hab/Baños
7553.09,5.0,3.0,Otras,Marga Marga,Semi-amueblado,1,2020.0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1250.0,210.0,1,0,1.6666666666666667
1762.39,3.0,1.0,Otras,Valparaíso,Sin amueblar,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,3.0
3850.0,3.0,2.0,Quilpué,Valparaíso,Sin amueblar,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,63.0,1,0,1.5
13900.0,4.0,2.0,Otras,San Antonio,Amueblado,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860.0,260.0,1,0,2.0
4125.0,4.0,1.0,Quilpué,Valparaíso,,1,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,100.0,1,0,4.0
16000.0,5.0,4.0,Viña del Mar,Valparaíso,,1,1910.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,570.0,432.0,1,0,1.25
11400.0,4.0,4.0,Viña del Mar,Valparaíso,,1,1996.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,450.0,270.0,1,0,1.0
8500.0,5.0,4.0,Viña del Mar,Valparaíso,,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,300.0,180.0,1,0,1.25
7400.0,5.0,3.0,Viña del Mar,Valparaíso,,1,1991.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,154.0,1,0,1.6666666666666667
6775.0,2.0,2.0,Viña del Mar,Valparaíso,,1,2021.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5593.0,120.0,1,0,1.0
19500.0,5.0,4.0,Concón,Valparaíso,,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,800.0,247.0,1,0,1.25
3000.0,4.0,2.0,Zapallar,Petorca,,1,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10000.0,80.0,1,0,2.0
7700.0,3.0,4.0,Otras,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,154.0,1,0,0.75
3348.0,3.0,3.0,Quilpué,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.0,90.0,1,0,1.0
7750.0,3.0,2.0,Concón,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,138.0,1,0,1.5
16500.0,4.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,832.0,177.0,1,0,1.3333333333333333
15900.0,3.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1030.0,207.0,1,0,1.0
39900.0,5.0,4.0,Zapallar,Petorca,,1,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,5000.0,285.0,1,0,1.25
5035.39,9.0,5.0,Otras,Marga Marga,,0,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10140.0,399.0,1,0,1.8
5800.0,4.0,3.0,Otras,Valparaíso,,0,2025.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1280.0,150.0,1,0,1.3333333333333333
6650.0,4.0,2.0,Viña del Mar,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.0,110.0,1,0,2.0
5800.0,3.0,2.0,Concón,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,80.0,1,0,1.5
33480.0,7.0,5.0,Viña del Mar,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,380.0,1,0,1.4
15500.0,10.0,5.0,Valparaíso,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.0,403.0,1,0,2.0
25000.0,4.0,3.0,Zapallar,Petorca,,1,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1000.0,1,0,1.3333333333333333
20000.0,6.0,5.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1015.0,200.0,1,0,1.2
10800.0,5.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,750.0,160.0,1,0,1.6666666666666667
14000.0,4.0,4.0,Puchuncaví,Valparaíso,,1,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,,1300.0,1,0,1.0
25000.0,7.0,6.0,Puchuncaví,Valparaíso,,0,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1000.0,310.0,1,0,1.1666666666666667
35500.0,7.0,6.0,Zapallar,Petorca,,1,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1573.0,450.0,1,0,1.1666666666666667
25000.0,5.0,4.0,Puchuncaví,Valparaíso,,1,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1503.0,215.0,1,0,1.25
8000.0,4.0,4.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,300.0,98.0,1,0,1.0
16000.0,4.0,4.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,400.0,140.0,1,0,1.0
1713.0,1.0,1.0,Valparaíso,Valparaíso,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,43.0,1,0,1.0
23500.0,10.0,8.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5000.0,560.0,1,0,1.25
15500.0,5.0,4.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,375.0,142.0,1,0,1.25
10950.0,4.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,988.0,155.0,1,0,1.3333333333333333
15000.0,4.0,2.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300.0,130.0,1,0,2.0
15000.0,4.0,3.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5000.0,140.0,1,0,1.3333333333333333
17000.0,6.0,5.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,850.0,299.0,1,0,1.2
11900.0,4.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,756.0,178.0,1,0,1.3333333333333333
10500.0,5.0,2.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300.0,100.0,1,0,2.5
12900.0,4.0,4.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1600.0,140.0,1,0,1.0
13500.0,3.0,2.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,85.0,1,0,1.5
25000.0,3.0,2.0,Zapallar,Petorca,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.0,100.0,1,0,1.5
13500.0,4.0,3.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,140.0,1,0,1.3333333333333333
9900.0,4.0,3.0,Puchuncaví,Valparaíso,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000.0,158.0,1,0,1.3333333333333333
17000.0,5.0,4.0,Viña del Mar,Valparaíso,,0,1974.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1360.0,225.0,1,0,1.25
8900.0,4.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417.0,120.0,1,0,1.3333333333333333
33000.0,5.0,3.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1000.0,250.0,1,0,1.6666666666666667
10900.0,4.0,4.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,140.0,1,0,1.0
29400.0,5.0,4.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1105.0,239.0,1,0,1.25
5100.0,2.0,2.0,Concón,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,70.0,1,0,1.0
7167.0,4.0,3.0,Otras,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.0,155.0,1,0,1.3333333333333333
2858.0,1.0,1.0,Viña del Mar,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40.0,1,0,1.0
9980.0,3.0,3.0,Concón,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,110.0,1,0,1.0
16900.0,4.0,4.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400.0,316.0,1,0,1.0
22000.0,3.0,2.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,200.0,1,0,1.5
45000.0,4.0,6.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,250.0,1,0,0.6666666666666666
33000.0,4.0,4.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.0,140.0,1,0,1.0
15000.0,3.0,2.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,82.0,1,0,1.5
15000.0,4.0,3.0,Puchuncaví,Valparaíso,,1,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300.0,70.0,1,0,1.3333333333333333
23500.0,4.0,4.0,Zapallar,Petorca,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.0,270.0,1,0,1.0
14500.0,4.0,3.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200.0,198.0,1,0,1.3333333333333333
3850.0,2.0,2.0,Otras,Marga Marga,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5000.0,80.0,1,0,1.0
16500.0,3.0,3.0,Puchuncaví,Valparaíso,,1,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000.0,140.0,1,0,1.0
11000.0,4.0,3.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.0,132.0,1,0,1.3333333333333333
4531.85,3.0,2.0,Otras,Valparaíso,Sin amueblar,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522.0,125.0,1,0,1.5
7990.0,3.0,3.0,Puchuncaví,Valparaíso,,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,120.0,1,0,1.0
12500.0,2.0,2.0,Puchuncaví,Valparaíso,,1,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,450.0,199.0,1,0,1.0
8056.63,5.0,3.0,Concón,Valparaíso,Sin amueblar,1,1995.0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,250.0,140.0,1,0,1.6666666666666667
7750.0,3.0,2.0,Viña del Mar,Valparaíso,Sin amueblar,1,1985.0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,306.0,133.0,1,0,1.5
10500.0,4.0,3.0,Viña del Mar,Valparaíso,Sin amueblar,1,1970.0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,540.0,160.0,1,0,1.3333333333333333
8900.0,11.0,8.0,Viña del Mar,Valparaíso,Sin amueblar,1,2020.0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,234.0,120.0,1,0,1.375
3350.0,3.0,3.0,Quilpué,Valparaíso,Sin amueblar,1,2022.0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,110.0,90.0,1,0,1.0
6000.0,3.0,2.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,450.0,100.0,1,0,1.5
13400.0,4.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,140.0,1,0,1.3333333333333333
13000.0,3.0,2.0,Zapallar,Petorca,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.0,100.0,1,0,1.5
14900.0,4.0,2.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,200.0,1,0,2.0
10370.0,5.0,4.0,Viña del Mar,Valparaíso,Sin amueblar,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.0,220.0,1,0,1.25
11600.0,3.0,2.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.0,106.0,1,0,1.5
9990.0,3.0,3.0,Puchuncaví,Valparaíso,,1,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1300.0,121.0,1,0,1.0
35000.0,5.0,4.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,740.0,200.0,1,0,1.25
9900.0,4.0,2.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,372.0,1,0,2.0
23600.0,7.0,5.0,Concón,Valparaíso,Sin amueblar,1,,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1000.0,380.0,1,0,1.4
21600.0,5.0,4.0,Viña del Mar,Valparaíso,,1,1998.0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,714.0,205.0,1,0,1.25
4783.62,3.0,2.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3000.0,220.0,1,0,1.5
11500.0,4.0,2.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,110.0,1,0,2.0
9500.0,4.0,4.0,Puchuncaví,Valparaíso,,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,140.0,1,0,1.0
5413.05,3.0,2.0,Otras,Marga Marga,Sin amueblar,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,200.0,1,0,1.5
6294.24,3.0,2.0,Otras,San Antonio,Sin amueblar,1,,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7000.0,120.0,1,0,1.5
9900.0,3.0,4.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1600.0,130.0,1,0,0.75
11900.0,3.0,3.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,300.0,115.0,1,0,1.0
5261.98,4.0,2.0,Otras,San Antonio,Sin amueblar,1,,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5000.0,100.0,1,0,2.0
11500.0,2.0,2.0,Puchuncaví,Valparaíso,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0,194.0,1,0,1.0
12500.0,6.0,5.0,Zapallar,Petorca,,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5400.0,270.0,1,0,1.2
14850.0,4.0,4.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,180.0,1,0,1.0
12500.0,3.0,2.0,Concón,Valparaíso,Sin amueblar,1,,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330.0,182.0,1,0,1.5
2391.81,2.0,1.0,Otras,Valparaíso,Sin amueblar,1,2000.0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,475.0,50.0,1,0,2.0
8600.0,3.0,2.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,600.0,100.0,1,0,1.5
12500.0,6.0,7.0,Viña del Mar,Valparaíso,,1,1960.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,248.0,192.0,1,0,0.8571428571428571
8500.0,4.0,3.0,Quilpué,Valparaíso,Sin amueblar,1,,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1300.0,300.0,1,0,1.3333333333333333
15000.0,3.0,2.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,450.0,100.0,1,0,1.5
7900.0,2.0,1.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,70.0,1,0,2.0
2300.0,3.0,1.0,Villa Alemana,Valparaíso,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.0,100.0,1,0,3.0
17500.0,20.0,25.0,Otras,Valparaíso,Amueblado,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600.0,1400.0,1,0,0.8
11000.0,3.0,3.0,Zapallar,Petorca,,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,140.0,1,0,1.0
13500.0,5.0,3.0,Zapallar,Petorca,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5000.0,175.0,1,0,1.6666666666666667
8600.0,3.0,3.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0,125.0,1,0,1.0
4300.0,4.0,2.0,Viña del Mar,Valparaíso,,1,1967.0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,300.0,155.0,1,0,2.0
12500.0,4.0,3.0,Zapallar,Petorca,,0,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4800.0,140.0,1,0,1.3333333333333333
10900.0,2.0,1.0,Puchuncaví,Valparaíso,,1,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000.0,73.0,1,0,2.0
9700.0,3.0,3.0,Puchuncaví,Valparaíso,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,130.0,1,0,1.0
15300.0,4.0,2.0,Puchuncaví,Valparaíso,,1,,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500.0,100.0,1,0,2.0
19900.0,3.0,2.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,478.0,130.0,1,0,1.5
25500.0,5.0,4.0,Zapallar,Petorca,,1,,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1000.0,280.0,1,0,1.25
14400.0,9.0,4.0,Viña del Mar,Valparaíso,,0,1932.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,316.0,210.0,1,0,2.25
11990.0,3.0,2.0,Puchuncaví,Valparaíso,,1,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470.0,138.0,1,0,1.5
4900.0,4.0,2.0,Otras,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,180.0,1,0,2.0
3021.23,3.0,2.0,Otras,San Antonio,,1,,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,300.0,100.0,1,0,1.5
3776.54,2.0,1.0,Otras,San Antonio,,1,2016.0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,280.0,85.0,1,0,2.0
7990.0,3.0,3.0,Puchuncaví,Valparaíso,,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300.0,93.0,1,0,1.0
12800.0,3.0,2.0,Puchuncaví,Valparaíso,,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1117.0,140.0,1,0,1.5
14000.0,6.0,4.0,Zapallar,Petorca,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,140.0,1,0,1.5
14000.0,1.0,2.0,Zapallar,Petorca,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,68.0,1,0,0.5
